 id  | can_transact | can_select | chance_of_playing_next_round | chance_of_playing_this_round |  code  | cost_change_event | cost_change_event_fall | cost_change_start | cost_change_start_fall | dreamteam_count | element_type | ep_next | ep_this | event_points |     first_name      | form | in_dreamteam |                                news                                 |          news_added           | now_cost |   photo    | points_per_game | removed |                 second_name                  | selected_by_percent | special | squad_number | status | team | team_code | total_points | transfers_in | transfers_in_event | transfers_out | transfers_out_event | value_form | value_season |     web_name     | region | team_join_date | birth_date | has_temporary_code | opta_code | minutes | goals_scored | assists | clean_sheets | goals_conceded | own_goals | penalties_saved | penalties_missed | yellow_cards | red_cards | saves | bonus | bps | influence | creativity | threat | ict_index | clearances_blocks_interceptions | recoveries | tackles | defensive_contribution | starts | expected_goals | expected_assists | expected_goal_involvements | expected_goals_conceded | influence_rank | influence_rank_type | creativity_rank | creativity_rank_type | threat_rank | threat_rank_type | ict_index_rank | ict_index_rank_type | corners_and_indirect_freekicks_order | corners_and_indirect_freekicks_text | direct_freekicks_order | direct_freekicks_text | penalties_order | penalties_text | expected_goals_per_90 | saves_per_90 | expected_assists_per_90 | expected_goal_involvements_per_90 | expected_goals_conceded_per_90 | goals_conceded_per_90 | now_cost_rank | now_cost_rank_type | form_rank | form_rank_type | points_per_game_rank | points_per_game_rank_type | selected_rank | selected_rank_type | starts_per_90 | clean_sheets_per_90 | defensive_contribution_per_90 
 351 | t            | t          |                          100 |                          100 | 492859 |                 0 |                      0 |                -3 |                      3 |               0 |            3 |    -0.5 |       0 |            0 | Wilfried            |    0 | f            |                                                                     | 2025-09-18 10:30:08.147956-04 |       52 | 492859.jpg |             1.2 | f       | Gnonto                                       |                 0.1 | f       |              | a      |   11 |         2 |            6 |         5906 |                 90 |         36260 |                 217 |          0 |          1.2 | Gnonto           |    106 | 2022-09-01     | 2003-11-05 | f                  | p492859   |     201 |            0 |       0 |            1 |              5 |         0 |               0 |                0 |            2 |         0 |     0 |     0 |  29 |      16.4 |       32.4 |     18 |       6.7 |                               2 |          6 |       9 |                     17 |      3 |           0.18 |             0.08 |                       0.26 |                    2.99 |            380 |                 176 |             273 |                  159 |         295 |              157 |            360 |                 174 |                                      |                                     |                        |                       |                 |                |                  0.08 |            0 |                    0.04 |                              0.12 |                           1.34 |                  2.24 |           222 |                138 |       698 |            300 |                  369 |                       175 |           486 |                168 |          1.34 |                0.45 |                          7.61
 352 | t            | t          |                              |                              | 221399 |                -1 |                      1 |                -4 |                      4 |               0 |            3 |     0.2 |     0.7 |            0 | Jack                |  0.7 | f            |                                                                     |                               |       51 | 221399.jpg |             1.1 | f       | Harrison                                     |                 0.1 | f       |              | a      |   11 |         2 |           11 |         3926 |                 89 |         14670 |                 240 |        0.1 |          2.2 | Harrison         |    241 | 2021-07-02     | 1996-11-20 | f                  | p221399   |     261 |            0 |       0 |            0 |              5 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |  48 |        30 |       49.4 |     35 |      11.5 |                               6 |         13 |       5 |                     24 |      1 |           0.28 |             0.23 |                       0.51 |                    3.73 |            346 |                 161 |             228 |                  143 |         246 |              138 |            312 |                 156 |                                    3 |                                     |                        |                       |                 |                |                   0.1 |            0 |                    0.08 |                              0.18 |                           1.29 |                  1.72 |           230 |                143 |       283 |            137 |                  376 |                       179 |           547 |                199 |          0.34 |                   0 |                          8.28
 353 | t            | t          |                          100 |                          100 | 200617 |                 0 |                      0 |                -2 |                      2 |               0 |            3 |     0.5 |       1 |            1 | Daniel              |    1 | f            |                                                                     | 2025-10-01 17:30:06.176228-04 |       53 | 200617.jpg |             1.3 | f       | James                                        |                 0.1 | f       |              | a      |   11 |         2 |           12 |         6745 |                201 |         47890 |                 340 |        0.2 |          2.3 | James            |    244 | 2021-08-31     | 1997-11-10 | f                  | p200617   |     303 |            0 |       0 |            1 |             10 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |  45 |        31 |       94.5 |     85 |      21.1 |                               1 |         12 |       2 |                     15 |      3 |           0.71 |             0.54 |                       1.25 |                    6.12 |            343 |                 158 |             131 |                   94 |         128 |               79 |            235 |                 118 |                                      |                                     |                        |                       |                 |                |                  0.21 |            0 |                    0.16 |                              0.37 |                           1.82 |                  2.97 |           195 |                122 |       251 |            120 |                  362 |                       171 |           428 |                143 |          0.89 |                 0.3 |                          4.46
 354 | t            | t          |                          100 |                          100 | 199598 |                 0 |                      0 |                -1 |                      1 |               0 |            3 |     1.8 |     2.3 |            4 | Ethan               |  2.3 | f            |                                                                     | 2025-10-23 09:30:08.371584-04 |       49 | 199598.jpg |             2.8 | f       | Ampadu                                       |                 0.1 | f       |              | a      |   11 |         2 |           28 |         8126 |                227 |         11727 |                 333 |        0.5 |          5.7 | Ampadu           |    244 | 2023-07-19     | 2000-09-14 | f                  | p199598   |     877 |            0 |       0 |            1 |             17 |         0 |               0 |                0 |            4 |         0 |     0 |     1 | 147 |     144.8 |       99.9 |     21 |      26.7 |                              39 |         52 |      28 |                    119 |     10 |            0.4 |             0.24 |                       0.64 |                   12.56 |            156 |                  62 |             123 |                   89 |         290 |              155 |            191 |                  96 |                                      |                                     |                        |                       |                 |                |                  0.04 |            0 |                    0.02 |                              0.06 |                           1.29 |                  1.74 |           300 |                188 |       161 |             81 |                  191 |                        82 |           533 |                190 |          1.03 |                 0.1 |                         12.21
 355 | t            | f          |                            0 |                            0 | 248937 |                 0 |                      0 |                -1 |                      1 |               0 |            3 |       0 |       0 |            0 | Sam                 |    0 | f            | has joined Pogon Szczecin permanently.                              | 2025-09-02 08:00:32.393623-04 |       49 | 248937.jpg |               0 | f       | Greenwood                                    |                   0 | f       |              | u      |   11 |         2 |            0 |         1234 |                  0 |          9751 |                  28 |          0 |            0 | Greenwood        |    241 | 2021-01-09     | 2002-01-26 | f                  | p248937   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            699 |                 296 |             694 |                  296 |         685 |              293 |            699 |                 296 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           313 |                196 |       663 |            274 |                  699 |                       296 |           608 |                240 |             0 |                   0 |                             0
 356 | t            | t          |                              |                              | 486520 |                 0 |                      0 |                -2 |                      2 |               0 |            3 |    -0.5 |       0 |            0 | Ilia                |    0 | f            |                                                                     |                               |       48 | 486520.jpg |             1.4 | f       | Gruev                                        |                   0 | f       |              | a      |   11 |         2 |            7 |         1427 |                 57 |          4111 |                  73 |          0 |          1.5 | Gruev            |     34 | 2023-08-31     | 2000-05-06 | f                  | p486520   |     211 |            0 |       0 |            1 |              6 |         0 |               0 |                0 |            1 |         0 |     0 |     0 |  42 |        25 |        8.9 |      2 |       3.6 |                               6 |          7 |       5 |                     18 |      2 |              0 |             0.01 |                       0.01 |                    3.86 |            359 |                 167 |             361 |                  186 |         378 |              194 |            391 |                 184 |                                    2 |                                     |                      1 |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                           1.65 |                  2.56 |           367 |                231 |       649 |            265 |                  344 |                       160 |           613 |                243 |          0.85 |                0.43 |                          7.68
 357 | t            | f          |                            0 |                            0 | 433952 |                 0 |                      0 |                -1 |                      1 |               0 |            3 |       0 |       0 |            0 | Largie              |    0 | f            | has joined Valencia on loan for the rest of the season.             | 2025-09-02 08:00:32.377624-04 |       49 | 433952.jpg |               0 | f       | Ramazani                                     |                   0 | f       |              | u      |   11 |         2 |            0 |          203 |                  0 |          4170 |                  15 |          0 |            0 | Ramazani         |     21 | 2024-08-22     | 2001-02-27 | f                  | p433952   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            701 |                 298 |             696 |                  298 |         687 |              295 |            701 |                 298 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           318 |                199 |       667 |            277 |                  701 |                       298 |           673 |                286 |             0 |                   0 |                             0
 358 | t            | t          |                          100 |                          100 | 248056 |                 0 |                      0 |                -2 |                      2 |               0 |            3 |     0.8 |     1.3 |            2 | Tanaka              |  1.3 | f            |                                                                     | 2025-08-23 21:30:06.493361-04 |       48 | 248056.jpg |             1.7 | f       | Ao                                           |                 0.1 | f       |              | a      |   11 |         2 |           15 |         7687 |                190 |         24437 |                 411 |        0.3 |          3.1 | Tanaka           |    108 | 2024-08-30     | 1998-09-10 | f                  | p248056   |     367 |            0 |       0 |            2 |              7 |         0 |               0 |                0 |            1 |         0 |     0 |     0 |  63 |        36 |       78.8 |     10 |      12.3 |                              12 |         24 |       5 |                     41 |      4 |           0.16 |             0.12 |                       0.28 |                    5.97 |            331 |                 153 |             159 |                  111 |         326 |              169 |            303 |                 151 |                                      |                                     |                        |                       |                 |                |                  0.04 |            0 |                    0.03 |                              0.07 |                           1.46 |                  1.72 |           358 |                226 |       218 |            110 |                  311 |                       144 |           446 |                151 |          0.98 |                0.49 |                         10.05
 359 | t            | f          |                            0 |                            0 | 536119 |                 0 |                      0 |                 0 |                      0 |               0 |            3 |       0 |       0 |            0 | Charlie             |    0 | f            | Has joined Doncaster Rovers on loan for the rest of the season.     | 2025-08-10 21:12:36.647868-04 |       45 | 536119.jpg |               0 | f       | Crew                                         |                   0 | f       |              | u      |   11 |         2 |            0 |            0 |                  0 |           911 |                   4 |          0 |            0 | Crew             |    244 | 2024-03-28     | 2006-06-15 | f                  | p536119   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            647 |                 261 |             640 |                  260 |         625 |              256 |            648 |                 261 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           447 |                268 |       597 |            232 |                  653 |                       265 |           734 |                321 |             0 |                   0 |                             0
 360 | t            | f          |                            0 |                            0 | 462635 |                 0 |                      0 |                 0 |                      0 |               0 |            3 |       0 |       0 |            0 | Joe                 |    0 | f            | Has joined Hull City on loan for the rest of the season.            | 2025-08-11 07:07:52.207439-04 |       45 | 462635.jpg |               0 | f       | Gelhardt                                     |                   0 | f       |              | u      |   11 |         2 |            0 |            0 |                  0 |          2737 |                  10 |          0 |            0 | Gelhardt         |    241 | 2021-02-07     | 2002-05-04 | f                  | p462635   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            635 |                 250 |             628 |                  249 |         613 |              245 |            636 |                 250 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           430 |                256 |       585 |            221 |                  641 |                       254 |           704 |                303 |             0 |                   0 |                             0
 361 | t            | f          |                            0 |                            0 | 470294 |                 0 |                      0 |                 0 |                      0 |               0 |            3 |       0 |       0 |            0 | Darko               |    0 | f            | has joined Hull City permanently.                                   | 2025-09-02 09:38:58.066167-04 |       45 | 470294.jpg |               0 | f       | Gyabi                                        |                   0 | f       |              | u      |   11 |         2 |            0 |         1165 |                  0 |          7809 |                  61 |          0 |            0 | Gyabi            |    241 | 2022-07-04     | 2004-02-18 | f                  | p470294   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            636 |                 251 |             629 |                  250 |         614 |              246 |            637 |                 251 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           431 |                257 |       586 |            222 |                  642 |                       255 |           632 |                257 |             0 |                   0 |                             0
 362 | t            | t          |                          100 |                          100 | 235826 |                 0 |                      0 |                -5 |                      5 |               0 |            4 |     0.2 |     0.7 |            1 | Joël                |  0.7 | f            |                                                                     | 2025-09-11 13:30:06.758854-04 |       50 | 235826.jpg |             1.2 | f       | Piroe                                        |                 0.4 | f       |              | a      |   11 |         2 |            7 |        27906 |                346 |        202235 |                1210 |        0.1 |          1.4 | Piroe            |    152 | 2023-08-24     | 1999-08-02 | f                  | p235826   |     188 |            0 |       0 |            1 |              5 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |  16 |       5.6 |       18.5 |     81 |      10.2 |                               1 |          7 |       0 |                      8 |      2 |           0.53 |             0.07 |                        0.6 |                     3.5 |            418 |                  45 |             318 |                   36 |         133 |               29 |            323 |                  36 |                                      |                                     |                      3 |                       |               2 |                |                  0.25 |            0 |                    0.03 |                              0.28 |                           1.68 |                  2.39 |           261 |                 51 |       281 |             32 |                  366 |                        39 |           274 |                 41 |          0.96 |                0.48 |                          3.83
 363 | t            | f          |                            0 |                            0 | 106617 |                 0 |                      0 |                -1 |                      1 |               0 |            4 |       0 |       0 |            0 | Patrick             |    0 | f            | has departed the club as a free agent.                              | 2025-09-02 08:00:32.408955-04 |       49 | 106617.jpg |               0 | f       | Bamford                                      |                 0.4 | f       |              | u      |   11 |         2 |            0 |        16144 |                  0 |        196861 |                 623 |          0 |            0 | Bamford          |    241 | 2018-07-31     | 1993-09-05 | f                  | p106617   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            694 |                  74 |             689 |                   73 |         679 |               73 |            694 |                  74 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           290 |                 54 |       655 |             67 |                  694 |                        74 |           271 |                 40 |             0 |                   0 |                             0
 364 | t            | f          |                            0 |                            0 | 565297 |                 0 |                      0 |                 0 |                      0 |               0 |            4 |       0 |       0 |            0 | Mateo               |    0 | f            | Has joined RCD Mallorca on loan for the rest of the season.         | 2025-08-11 07:07:32.622877-04 |       50 | 565297.jpg |               0 | f       | Joseph Fernández-Regatillo                   |                   0 | f       |              | u      |   11 |         2 |            0 |            0 |                  0 |          2359 |                   3 |          0 |            0 | Mateo Joseph     |    200 | 2022-11-04     | 2003-10-19 | f                  | p565297   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            722 |                  77 |             720 |                   77 |         714 |               77 |            722 |                  77 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           283 |                 53 |       692 |             72 |                  722 |                        77 |           698 |                 82 |             0 |                   0 |                             0
 365 | t            | t          |                          100 |                          100 | 174594 |                 0 |                      0 |                 0 |                      0 |               0 |            4 |     5.2 |     5.7 |            8 | Lukas               |  5.7 | f            |                                                                     | 2025-09-11 13:30:06.775545-04 |       50 | 174594.jpg |             2.6 | f       | Nmecha                                       |                 0.7 | f       |              | a      |   11 |         2 |           31 |       132483 |               6544 |        127177 |                2550 |        1.1 |          6.2 | Nmecha           |     80 | 2025-07-01     | 1998-12-14 | f                  | p174594   |     342 |            3 |       0 |            1 |              9 |         0 |               0 |                0 |            0 |         0 |     0 |     4 | 105 |     119.4 |         26 |    142 |      28.7 |                               9 |          7 |       2 |                     18 |      3 |           2.94 |              0.3 |                       3.24 |                    6.02 |            196 |                  16 |             292 |                   32 |          62 |               21 |            172 |                  22 |                                      |                                     |                        |                       |               1 |                |                  0.77 |            0 |                    0.08 |                              0.85 |                           1.58 |                  2.37 |           246 |                 49 |        41 |              4 |                  207 |                        21 |           212 |                 32 |          0.79 |                0.26 |                          4.74
 493 | t            | t          |                            0 |                              | 180135 |                 0 |                      0 |                -1 |                      1 |               1 |            3 |       0 |     1.3 |            2 | Sean                |  1.3 | f            | Calf injury - Expected back 28 Dec                                  | 2025-11-27 10:30:07.230475-05 |       49 | 180135.jpg |             3.3 | f       | Longstaff                                    |                 0.8 | f       |              | i      |   11 |         2 |           40 |       174331 |                477 |        102166 |               17856 |        0.3 |          8.2 | Longstaff        |    241 | 2025-07-18     | 1997-10-30 | f                  | p180135   |     877 |            1 |       2 |            1 |             15 |         0 |               0 |                0 |            1 |         0 |     0 |     4 | 221 |     228.2 |        327 |     54 |      60.9 |                              23 |         36 |      35 |                     94 |     10 |           0.74 |             1.27 |                       2.01 |                   11.28 |             70 |                  22 |               8 |                    8 |         201 |              120 |             33 |                  27 |                                      |                                     |                        |                       |                 |                |                  0.08 |            0 |                    0.13 |                              0.21 |                           1.16 |                  1.54 |           299 |                187 |       219 |            111 |                  128 |                        55 |           198 |                 69 |          1.03 |                 0.1 |                          9.65
 660 | t            | t          |                            0 |                              | 466525 |                -1 |                      1 |                -2 |                      2 |               1 |            3 |       0 |       3 |            4 | Anton               |    3 | f            | Head injury - Expected back 03 Dec                                  | 2025-11-24 06:30:07.231421-05 |       48 | 466525.jpg |               4 | f       | Stach                                        |                 1.6 | f       |              | i      |   11 |         2 |           44 |       535560 |                931 |        373537 |               25738 |        0.6 |          9.2 | Stach            |     80 | 2025-07-22     | 1998-11-15 | f                  | p466525   |     820 |            1 |       3 |            2 |             18 |         0 |               0 |                0 |            1 |         0 |     0 |     3 | 161 |     160.4 |        237 |    108 |      50.6 |                              27 |         35 |      15 |                     77 |     10 |            1.1 |             0.75 |                       1.85 |                   12.32 |            137 |                  53 |              27 |                   26 |          93 |               55 |             51 |                  36 |                                    1 |                                     |                      4 |                       |                 |                |                  0.12 |            0 |                    0.08 |                               0.2 |                           1.35 |                  1.98 |           364 |                229 |       114 |             59 |                   78 |                        33 |           140 |                 49 |           1.1 |                0.22 |                          8.45
 665 | t            | t          |                          100 |                          100 | 201595 |                 0 |                      0 |                 0 |                      0 |               0 |            1 |     1.2 |     1.7 |            1 | Lucas Estella       |  1.7 | f            |                                                                     | 2025-09-11 13:30:07.176029-04 |       45 | 201595.jpg |             2.6 | f       | Perri                                        |                 0.2 | f       |              | a      |   11 |         2 |           18 |        21321 |                754 |         39306 |                 789 |        0.4 |            4 | Perri            |     30 | 2025-07-26     | 1997-12-10 | f                  | p201595   |     630 |            0 |       0 |            2 |             14 |         0 |               0 |                0 |            1 |         0 |    14 |     0 |  61 |     124.4 |          0 |      0 |      12.4 |                               8 |         42 |       0 |                      0 |      7 |              0 |                0 |                          0 |                   11.74 |            187 |                  19 |             613 |                   77 |         596 |               68 |            301 |                  20 |                                      |                                     |                        |                       |                 |                |                     0 |            2 |                       0 |                                 0 |                           1.68 |                     2 |           406 |                 24 |       202 |             18 |                  204 |                        21 |           340 |                 49 |             1 |                0.29 |                             0
 691 | t            | t          |                          100 |                          100 | 177815 |                 0 |                      0 |                 0 |                      0 |               1 |            4 |     0.8 |     1.3 |            1 | Dominic             |  1.3 | f            |                                                                     | 2025-11-03 04:30:09.059059-05 |       55 | 177815.jpg |             2.6 | f       | Calvert-Lewin                                |                 0.8 | f       |              | a      |   11 |         2 |           26 |       315455 |               1479 |        235594 |               11581 |        0.2 |          4.7 | Calvert-Lewin    |    241 | 2025-08-15     | 1997-03-16 | f                  | p177815   |     633 |            1 |       1 |            2 |             10 |         0 |               0 |                0 |            0 |         0 |     0 |     2 |  63 |      62.8 |      111.9 |    203 |      37.1 |                               5 |         13 |       4 |                     22 |      7 |           2.09 |             0.46 |                       2.55 |                    8.09 |            273 |                  24 |             108 |                    5 |          34 |               15 |            122 |                  18 |                                      |                                     |                        |                       |                 |                |                   0.3 |            0 |                    0.07 |                              0.37 |                           1.15 |                  1.42 |           137 |                 34 |       224 |             23 |                  209 |                        22 |           197 |                 29 |             1 |                0.28 |                          3.13
 698 | t            | t          |                          100 |                          100 | 435997 |                 0 |                      0 |                 0 |                      0 |               0 |            3 |     1.5 |       2 |            2 | Noah                |    2 | f            |                                                                     | 2025-10-16 20:30:11.157914-04 |       55 | 435997.jpg |             3.4 | f       | Okafor                                       |                 0.1 | f       |              | a      |   11 |         2 |           31 |        46126 |                494 |         31446 |                2651 |        0.4 |          5.6 | Okafor           |    207 | 2025-08-21     | 2000-05-24 | f                  | p435997   |     594 |            2 |       1 |            1 |             13 |         0 |               0 |                0 |            2 |         0 |     0 |     3 | 108 |     128.8 |       79.7 |    127 |      33.6 |                              10 |         28 |      12 |                     50 |      8 |           1.36 |             0.52 |                       1.88 |                   10.09 |            180 |                  75 |             156 |                  108 |          73 |               44 |            141 |                  76 |                                      |                                     |                        |                       |                 |                |                  0.21 |            0 |                    0.08 |                              0.29 |                           1.53 |                  1.97 |           143 |                 92 |       185 |             95 |                  126 |                        54 |           403 |                135 |          1.21 |                0.15 |                          7.58
 706 | t            | t          |                              |                              | 220627 |                 0 |                      0 |                -1 |                      1 |               0 |            2 |    -0.2 |     0.3 |            0 | James               |  0.3 | f            |                                                                     |                               |       39 | 220627.jpg |             0.8 | f       | Justin                                       |                 0.2 | f       |              | a      |   11 |         2 |            4 |        30152 |                458 |         17387 |                 689 |        0.1 |            1 | Justin           |    241 | 2025-08-25     | 1998-02-23 | f                  | p220627   |      77 |            0 |       0 |            0 |              1 |         0 |               0 |                0 |            1 |         0 |     0 |     0 |  15 |      15.4 |        1.1 |      2 |       1.8 |                               9 |          7 |       1 |                     10 |      0 |              0 |                0 |                          0 |                    0.99 |            381 |                 139 |             396 |                  143 |         371 |              135 |            412 |                 145 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                           1.16 |                  1.17 |           706 |                209 |       311 |            100 |                  438 |                       147 |           348 |                124 |             0 |                   0 |                         11.69
 741 | t            | t          |                          100 |                          100 | 600882 |                 0 |                      0 |                 0 |                      0 |               0 |            4 |    -0.5 |       0 |            0 | Harry               |    0 | f            |                                                                     | 2025-10-02 10:30:07.989923-04 |       45 | 600882.jpg |               0 | f       | Gray                                         |                 0.1 | f       |              | a      |   11 |         2 |            0 |        15668 |                625 |          9535 |                 611 |          0 |            0 | Gray             |    241 | 2025-04-20     | 2008-10-08 | f                  | p600882   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            674 |                  70 |             667 |                   70 |         652 |               69 |            675 |                  71 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           476 |                 65 |       622 |             64 |                  678 |                        72 |           483 |                 68 |             0 |                   0 |                             0
 366 | t            | t          |                           75 |                           75 | 116535 |                 0 |                      0 |                -1 |                      1 |               1 |            1 |     0.9 |     0.9 |            2 | Alisson             |  0.7 | f            | Illness - 75% chance of playing                                     | 2025-11-27 05:00:06.952479-05 |       54 | 116535.jpg |             3.1 | f       | Becker                                       |                 5.4 | f       |              | d      |   12 |        14 |           22 |       295155 |               5038 |       1067933 |                8164 |        0.1 |          4.1 | A.Becker         |     30 | 2018-07-19     | 1992-10-02 | f                  | p116535   |     630 |            0 |       0 |            2 |             10 |         0 |               0 |                0 |            0 |         0 |    13 |     2 | 101 |     131.2 |        0.1 |      0 |      13.1 |                              12 |         62 |       0 |                      0 |      7 |              0 |             0.01 |                       0.01 |                    8.45 |            176 |                  18 |             425 |                   14 |         724 |               84 |            290 |                  18 |                                      |                                     |                        |                       |                 |                |                     0 |         1.86 |                       0 |                                 0 |                           1.21 |                  1.43 |           155 |                  4 |       294 |             21 |                  159 |                        16 |            73 |                 13 |             1 |                0.29 |                             0
 367 | t            | t          |                              |                              | 449027 |                 0 |                      0 |                -2 |                      2 |               0 |            1 |     5.2 |     5.2 |            0 | Giorgi              |  4.7 | f            |                                                                     |                               |       43 | 449027.jpg |             3.8 | f       | Mamardashvili                                |                   1 | f       |              | a      |   12 |        14 |           19 |       140500 |               1983 |         87561 |               14673 |        1.1 |          4.4 | Mamardashvili    |     79 | 2024-08-27     | 2000-09-29 | f                  | p449027   |     450 |            0 |       0 |            1 |             10 |         0 |               1 |                0 |            0 |         0 |    17 |     0 |  70 |       140 |          0 |      0 |      13.9 |                               7 |         43 |       0 |                      0 |      5 |              0 |                0 |                          0 |                     7.1 |            165 |                  17 |             553 |                   70 |         527 |               58 |            286 |                  17 |                                      |                                     |                        |                       |                 |                |                     0 |          3.4 |                       0 |                                 0 |                           1.42 |                     2 |           578 |                 34 |        58 |              7 |                   90 |                         8 |           179 |                 25 |             1 |                 0.2 |                             0
