 id  | can_transact | can_select | chance_of_playing_next_round | chance_of_playing_this_round |  code  | cost_change_event | cost_change_event_fall | cost_change_start | cost_change_start_fall | dreamteam_count | element_type | ep_next | ep_this | event_points |     first_name      | form | in_dreamteam |                                news                                 |          news_added           | now_cost |   photo    | points_per_game | removed |                 second_name                  | selected_by_percent | special | squad_number | status | team | team_code | total_points | transfers_in | transfers_in_event | transfers_out | transfers_out_event | value_form | value_season |     web_name     | region | team_join_date | birth_date | has_temporary_code | opta_code | minutes | goals_scored | assists | clean_sheets | goals_conceded | own_goals | penalties_saved | penalties_missed | yellow_cards | red_cards | saves | bonus | bps | influence | creativity | threat | ict_index | clearances_blocks_interceptions | recoveries | tackles | defensive_contribution | starts | expected_goals | expected_assists | expected_goal_involvements | expected_goals_conceded | influence_rank | influence_rank_type | creativity_rank | creativity_rank_type | threat_rank | threat_rank_type | ict_index_rank | ict_index_rank_type | corners_and_indirect_freekicks_order | corners_and_indirect_freekicks_text | direct_freekicks_order | direct_freekicks_text | penalties_order | penalties_text | expected_goals_per_90 | saves_per_90 | expected_assists_per_90 | expected_goal_involvements_per_90 | expected_goals_conceded_per_90 | goals_conceded_per_90 | now_cost_rank | now_cost_rank_type | form_rank | form_rank_type | points_per_game_rank | points_per_game_rank_type | selected_rank | selected_rank_type | starts_per_90 | clean_sheets_per_90 | defensive_contribution_per_90 
 414 | t            | t          |                          100 |                          100 | 209244 |                 3 |                     -3 |                 4 |                     -4 |               3 |            3 |     9.7 |     9.7 |           17 | Phil                |  9.2 | f            |                                                                     | 2025-08-10 19:00:06.53851-04  |       84 | 209244.jpg |             5.4 | f       | Foden                                        |                18.4 | f       |              | a      |   13 |        43 |           65 |      2610541 |            1242910 |        710503 |                4695 |        1.1 |          7.7 | Foden            |    241 | 2016-12-05     | 2000-05-28 | f                  | p209244   |     977 |            5 |       1 |            5 |             11 |         0 |               0 |                0 |            3 |         0 |     0 |     8 | 287 |     300.4 |      436.9 |    218 |      95.3 |                              15 |         46 |      15 |                     76 |     11 |            2.9 |             2.22 |                       5.12 |                   11.33 |             40 |                  11 |               2 |                    2 |          42 |               23 |              9 |                   7 |                                    1 |                                     |                      3 |                       |                 |                |                  0.27 |            0 |                     0.2 |                              0.47 |                           1.04 |                  1.01 |            11 |                  7 |         1 |              1 |                   15 |                         5 |            21 |                  7 |          1.01 |                0.46 |                             7
 415 | t            | t          |                          100 |                          100 | 510281 |                 0 |                      0 |                -1 |                      1 |               0 |            3 |     1.3 |     1.3 |            1 | Sávio               |  0.8 | f            |                                                                     | 2025-08-15 10:00:07.649098-04 |       69 | 510281.jpg |             1.8 | f       | Moreira de Oliveira                          |                 0.4 | f       |              | a      |   13 |        43 |           18 |        27503 |                616 |         99491 |                1589 |        0.1 |          2.6 | Savinho          |     30 | 2024-07-18     | 2004-04-10 | f                  | p510281   |     428 |            0 |       1 |            2 |              5 |         0 |               0 |                0 |            1 |         0 |     0 |     0 |  67 |      61.8 |      105.6 |    142 |      30.9 |                               8 |         21 |       5 |                     34 |      4 |           0.32 |             1.03 |                       1.35 |                    5.41 |            308 |                 141 |             138 |                   98 |          79 |               48 |            199 |                 101 |                                      |                                     |                        |                       |                 |                |                  0.07 |            0 |                    0.22 |                              0.29 |                           1.14 |                  1.05 |            41 |                 25 |       315 |            150 |                  317 |                       146 |           252 |                 90 |          0.84 |                0.42 |                          7.15
 416 | t            | t          |                              |                              | 165809 |                 0 |                      0 |                -3 |                      3 |               0 |            3 |     2.7 |     2.7 |            2 | Bernardo            |  2.2 | f            |                                                                     |                               |       62 | 165809.jpg |             2.1 | f       | Mota Veiga de Carvalho e Silva               |                 0.5 | f       |              | a      |   13 |        43 |           29 |        50742 |               1676 |         95842 |                2125 |        0.4 |          4.7 | Bernardo         |    173 | 2017-07-01     | 1994-08-10 | f                  | p165809   |     894 |            0 |       2 |            3 |             12 |         0 |               0 |                0 |            4 |         0 |     0 |     0 | 150 |     137.6 |      219.4 |     37 |      39.3 |                              25 |         42 |      14 |                     81 |     10 |           0.23 |             1.43 |                       1.66 |                   11.09 |            204 |                  83 |              49 |                   39 |         260 |              140 |            138 |                  73 |                                    5 |                                     |                        |                       |                 |                |                  0.02 |            0 |                    0.14 |                              0.16 |                           1.12 |                  1.21 |            79 |                 53 |       178 |             91 |                  272 |                       122 |           235 |                 81 |          1.01 |                 0.3 |                          8.15
 417 | t            | t          |                          100 |                          100 | 466052 |                 0 |                      0 |                -1 |                      1 |               0 |            3 |     3.5 |     3.5 |            0 | Rayan               |    3 | f            |                                                                     | 2025-09-01 06:30:08.352331-04 |       64 | 466052.jpg |             3.4 | f       | Cherki                                       |                 3.3 | f       |              | a      |   13 |        43 |           31 |       493047 |               4961 |       1054702 |               67805 |        0.5 |          4.8 | Cherki           |     73 | 2025-06-10     | 2003-08-17 | f                  | p466052   |     312 |            1 |       4 |            0 |              5 |         0 |               0 |                0 |            1 |         0 |     0 |     4 | 126 |     131.4 |      155.1 |     87 |      37.4 |                               4 |         15 |       7 |                     26 |      4 |           0.85 |             1.36 |                       2.21 |                    4.36 |            211 |                  88 |              81 |                   60 |         155 |               94 |            150 |                  80 |                                    2 |                                     |                      4 |                       |                 |                |                  0.25 |            0 |                    0.39 |                              0.64 |                           1.26 |                  1.44 |            67 |                 44 |       129 |             61 |                  125 |                        56 |            97 |                 33 |          1.15 |                   0 |                           7.5
 418 | t            | t          |                              |                              | 248875 |                 0 |                      0 |                 1 |                     -1 |               1 |            3 |     6.3 |     6.3 |            8 | Jérémy              |  5.8 | f            |                                                                     |                               |       66 | 248875.jpg |               4 | f       | Doku                                         |                 9.7 | f       |              | a      |   13 |        43 |           56 |      1903554 |             117482 |        927994 |               39393 |        0.9 |          8.5 | Doku             |     21 | 2023-08-24     | 2002-05-27 | f                  | p248875   |     845 |            1 |       6 |            4 |              9 |         0 |               0 |                0 |            0 |         0 |     0 |     6 | 230 |     251.6 |      435.8 |    280 |      96.7 |                               7 |         37 |      10 |                     54 |     10 |           1.31 |             3.39 |                        4.7 |                    9.73 |             80 |                  28 |               3 |                    3 |          18 |               10 |              7 |                   5 |                                      |                                     |                        |                       |               3 |                |                  0.14 |            0 |                    0.36 |                               0.5 |                           1.04 |                  0.96 |            51 |                 33 |        26 |             12 |                   85 |                        40 |            44 |                 18 |          1.07 |                0.43 |                          5.75
 420 | t            | f          |                            0 |                            0 |  59859 |                 0 |                      0 |                -2 |                      2 |               0 |            3 |       0 |       0 |            0 | İlkay               |    0 | f            | has joined Galatasaray permanently.                                 | 2025-09-05 04:55:41.702765-04 |       63 | 59859.jpg  |               0 | f       | Gündoğan                                     |                 0.1 | f       |              | u      |   13 |        43 |            0 |         1928 |                  0 |         19496 |                  20 |          0 |            0 | Gündoğan         |     80 | 2024-08-23     | 1990-10-24 | f                  | p59859    |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            748 |                 333 |             748 |                  333 |         748 |              333 |            748 |                 333 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |            69 |                 46 |       744 |            332 |                  748 |                       333 |           530 |                188 |             0 |                   0 |                             0
 421 | t            | t          |                            0 |                            0 | 220566 |                 0 |                      0 |                -2 |                      2 |               0 |            3 |       0 |       0 |            0 | Rodrigo 'Rodri'     |    0 | f            | Muscle injury - Unknown return date                                 | 2025-11-07 11:00:08.654141-05 |       63 | 220566.jpg |               2 | f       | Hernandez Cascante                           |                 0.4 | f       |              | i      |   13 |        43 |           12 |        40297 |                 24 |         86529 |                 522 |          0 |          1.9 | Rodrigo          |    200 | 2019-07-04     | 1996-06-22 | f                  | p220566   |     292 |            0 |       0 |            1 |              3 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |  58 |      50.6 |       50.9 |     19 |        12 |                              12 |         22 |       6 |                     40 |      4 |           0.14 |             0.22 |                       0.36 |                    3.78 |            322 |                 150 |             240 |                  148 |         308 |              163 |            329 |                 160 |                                      |                                     |                        |                       |                 |                |                  0.04 |            0 |                    0.07 |                              0.11 |                           1.17 |                  0.92 |            70 |                 47 |       745 |            333 |                  287 |                       132 |           264 |                 94 |          1.23 |                0.31 |                         12.33
 422 | t            | t          |                            0 |                            0 |  91651 |                 0 |                      0 |                -1 |                      1 |               0 |            3 |       0 |       0 |            0 | Mateo               |    0 | f            | Ankle injury - Unknown return date                                  | 2025-11-03 04:30:08.601064-05 |       59 | 91651.jpg  |               1 | f       | Kovačić                                      |                   0 | f       |              | i      |   13 |        43 |            1 |         2276 |                 13 |          2938 |                  57 |          0 |          0.2 | Kovačić          |     97 | 2023-06-27     | 1994-05-06 | f                  | p91651    |       4 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   3 |       2.6 |        0.8 |      0 |       0.3 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            434 |                 201 |             410 |                  201 |         744 |              330 |            442 |                 204 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |            93 |                 60 |       739 |            327 |                  439 |                       211 |           652 |                269 |             0 |                   0 |                             0
 423 | t            | t          |                          100 |                          100 | 465694 |                 0 |                      0 |                -1 |                      1 |               0 |            3 |     4.5 |     4.5 |            2 | Nico                |    4 | f            |                                                                     | 2025-10-22 06:00:08.540683-04 |       59 | 465694.jpg |             2.8 | f       | González Iglesias                            |                 0.1 | f       |              | a      |   13 |        43 |           36 |        19986 |               1343 |         16397 |                1641 |        0.7 |          6.1 | N.Gonzalez       |    200 | 2025-02-03     | 2002-01-03 | f                  | p465694   |     887 |            1 |       0 |            4 |             11 |         0 |               0 |                0 |            3 |         0 |     0 |     1 | 209 |       204 |      115.6 |     54 |      37.4 |                              45 |         46 |      23 |                    114 |      9 |           0.41 |             0.53 |                       0.94 |                   10.83 |            124 |                  47 |             128 |                   90 |         228 |              130 |            149 |                  79 |                                      |                                     |                        |                       |                 |                |                  0.04 |            0 |                    0.05 |                              0.09 |                            1.1 |                  1.12 |           100 |                 66 |        79 |             35 |                  199 |                        88 |           406 |                134 |          0.91 |                0.41 |                         11.57
 424 | t            | t          |                              |                              | 477555 |                 0 |                      0 |                -3 |                      3 |               0 |            3 |     0.5 |     0.5 |            0 | Oscar               |    0 | f            |                                                                     |                               |       52 | 477555.jpg |               2 | f       | Bobb                                         |                 0.2 | f       |              | a      |   13 |        43 |           18 |        81015 |                189 |         88634 |                1087 |          0 |          3.5 | Bobb             |    161 | 2022-01-06     | 2003-07-12 | f                  | p477555   |     464 |            0 |       1 |            2 |              5 |         0 |               0 |                0 |            1 |         0 |     0 |     0 |  82 |      69.8 |      154.3 |     87 |      31.2 |                               3 |         18 |       8 |                     29 |      5 |            0.4 |             1.15 |                       1.55 |                     5.1 |            293 |                 133 |              83 |                   62 |         152 |               91 |            194 |                  99 |                                      |                                     |                        |                       |                 |                |                  0.08 |            0 |                    0.22 |                               0.3 |                           0.99 |                  0.97 |           220 |                136 |       709 |            306 |                  284 |                       130 |           351 |                121 |          0.97 |                0.39 |                          5.62
 425 | t            | f          |                            0 |                            0 | 575204 |                 0 |                      0 |                -1 |                      1 |               0 |            3 |       0 |       0 |            0 | Claudio             |    0 | f            | Has joined Bayer Leverkusen on loan for the rest of the season.     | 2025-08-21 10:03:07.217793-04 |       54 | 575204.jpg |               0 | f       | Echeverri                                    |                   0 | f       |              | u      |   13 |        43 |            0 |          194 |                  0 |          3186 |                   5 |          0 |            0 | Echeverri        |     10 | 2024-01-25     | 2006-01-02 | f                  | p575204   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            740 |                 326 |             739 |                  326 |         735 |              325 |            740 |                 326 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           183 |                115 |       727 |            319 |                  740 |                       326 |           700 |                301 |             0 |                   0 |                             0
 427 | t            | t          |                              |                              | 433036 |                 0 |                      0 |                -2 |                      2 |               1 |            3 |     3.3 |     3.3 |            7 | Tijjani             |  2.8 | f            |                                                                     |                               |       53 | 433036.jpg |             3.5 | f       | Reijnders                                    |                14.6 | f       |              | a      |   13 |        43 |           45 |      3169584 |              28038 |       3952784 |               56113 |        0.5 |          8.5 | Reijnders        |    152 | 2025-06-10     | 1998-07-29 | f                  | p433036   |     925 |            2 |       2 |            3 |             13 |         0 |               0 |                0 |            2 |         0 |     0 |     3 | 207 |     188.2 |      211.9 |    199 |      59.5 |                              18 |         32 |       7 |                     57 |     11 |           2.31 |             1.38 |                       3.69 |                    11.1 |            137 |                  54 |              52 |                   41 |          51 |               29 |             51 |                  35 |                                    3 |                                     |                        |                       |                 |                |                  0.22 |            0 |                    0.13 |                              0.35 |                           1.08 |                  1.26 |           197 |                123 |       137 |             65 |                  109 |                        51 |            27 |                 10 |          1.07 |                0.29 |                          5.55
 428 | t            | f          |                            0 |                            0 | 566164 |                 0 |                      0 |                 0 |                      0 |               0 |            3 |       0 |       0 |            0 | Sverre              |    0 | f            | Has joined Middlesbrough on loan for the rest of the season.        | 2025-08-19 09:38:08.307876-04 |       50 | 566164.jpg |               0 | f       | Nypan                                        |                   0 | f       |              | u      |   13 |        43 |            0 |           73 |                  0 |          2417 |                  12 |          0 |            0 | Nypan            |    161 | 2025-07-17     | 2006-12-19 | f                  | p566164   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            726 |                 317 |             723 |                  317 |         716 |              315 |            726 |                 317 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           282 |                175 |       704 |            302 |                  726 |                       317 |           693 |                296 |             0 |                   0 |                             0
 429 | t            | t          |                              |                              | 155405 |                 0 |                      0 |                -2 |                      2 |               0 |            3 |     0.5 |     0.5 |            0 | Kalvin              |    0 | f            |                                                                     |                               |       48 | 155405.jpg |               0 | f       | Phillips                                     |                 0.1 | f       |              | a      |   13 |        43 |            0 |         3224 |                 86 |          6628 |                 163 |          0 |            0 | Phillips         |    241 | 2022-07-04     | 1995-12-02 | f                  | p155405   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            691 |                 293 |             684 |                  292 |         672 |              289 |            691 |                 293 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           343 |                216 |       649 |            265 |                  691 |                       292 |           533 |                191 |             0 |                   0 |                             0
 430 | t            | t          |                          100 |                          100 | 223094 |                 1 |                     -1 |                10 |                    -10 |               6 |            4 |       6 |       6 |           14 | Erling              |  5.5 | t            |                                                                     | 2025-09-24 02:00:06.159318-04 |      150 | 223094.jpg |             8.6 | f       | Haaland                                      |                72.8 | f       |              | a      |   13 |        43 |          120 |      6210740 |              76393 |        761870 |                5104 |        0.4 |            8 | Haaland          |    161 | 2022-07-01     | 2000-07-21 | f                  | p223094   |    1214 |           15 |       3 |            6 |             15 |         0 |               0 |                1 |            0 |         0 |     0 |    25 | 507 |     613.4 |      104.2 |    776 |     149.5 |                              26 |         16 |       4 |                     46 |     14 |          13.61 |             1.01 |                      14.62 |                   14.92 |              1 |                   1 |             143 |                   10 |           1 |                1 |              1 |                   1 |                                      |                                     |                        |                       |               1 |                |                  1.01 |            0 |                    0.07 |                              1.08 |                           1.11 |                  1.11 |             1 |                  1 |        34 |              4 |                    2 |                         1 |             1 |                  1 |          1.04 |                0.44 |                          3.41
 736 | t            | t          |                              |                              | 204936 |                 0 |                      0 |                 2 |                     -2 |               0 |            1 |     3.5 |     3.5 |            0 | Gianluigi           |    3 | f            |                                                                     |                               |       57 | 204936.jpg |             3.4 | f       | Donnarumma                                   |                10.6 | f       |              | a      |   13 |        43 |           37 |      1544053 |              27113 |        511160 |               79852 |        0.5 |          6.5 | Donnarumma       |    106 | 2025-09-01     | 1999-02-25 | f                  | p204936   |     990 |            0 |       0 |            4 |             12 |         0 |               1 |                0 |            4 |         0 |    20 |     0 | 140 |     166.2 |          0 |      0 |      16.8 |                              17 |         70 |       0 |                      0 |     11 |              0 |                0 |                          0 |                   11.45 |            157 |                  18 |             744 |                   88 |         742 |               87 |            291 |                  18 |                                      |                                     |                        |                       |                 |                |                     0 |         1.82 |                       0 |                                 0 |                           1.04 |                  1.09 |           116 |                  2 |       126 |              8 |                  123 |                        12 |            38 |                  4 |             1 |                0.36 |                             0
 739 | t            | t          |                              |                              | 590039 |                 0 |                      0 |                 0 |                      0 |               0 |            3 |     0.5 |     0.5 |            0 | Divine              |    0 | f            |                                                                     |                               |       45 | 590039.jpg |               0 | f       | Mukasa                                       |                   0 | f       |              | a      |   13 |        43 |            0 |         2384 |                 36 |          1751 |                  74 |          0 |            0 | Mukasa           |    241 | 2025-08-07     | 2007-08-22 | f                  | p590039   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            677 |                 281 |             669 |                  280 |         656 |              278 |            678 |                 282 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           470 |                286 |       629 |            251 |                  680 |                       283 |           664 |                276 |             0 |                   0 |                             0
 740 | t            | t          |                              |                              | 566213 |                 0 |                      0 |                 0 |                      0 |               0 |            2 |     0.5 |     0.5 |            0 | Stephen             |    0 | f            |                                                                     |                               |       40 | 566213.jpg |               0 | f       | Mfuni                                        |                   0 | f       |              | a      |   13 |        43 |            0 |         2325 |                 99 |          1929 |                 150 |          0 |            0 | Mfuni            |    241 | 2024-07-23     | 2008-02-12 | f                  | p566213   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            548 |                 213 |             535 |                  213 |         505 |              203 |            548 |                 213 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           674 |                189 |       481 |            190 |                  553 |                       212 |           610 |                215 |             0 |                   0 |                             0
 742 | t            | t          |                              |                              | 616288 |                 0 |                      0 |                 0 |                      0 |               0 |            3 |     0.5 |     0.5 |            0 | Ryan                |    0 | f            |                                                                     |                               |       45 | 616288.jpg |               0 | f       | McAidoo                                      |                   0 | f       |              | a      |   13 |        43 |            0 |          924 |                 29 |           577 |                  38 |          0 |            0 | McAidoo          |    241 | 2025-09-26     | 2008-06-24 | f                  | p616288   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            685 |                 288 |             677 |                  287 |         664 |              285 |            686 |                 289 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           479 |                293 |       637 |            258 |                  686 |                       288 |           709 |                306 |             0 |                   0 |                             0
 119 | t            | t          |                              |                              | 446008 |                -1 |                      1 |                 5 |                     -5 |               1 |            3 |     2.8 |     2.8 |            2 | Bryan               |  2.8 | f            |                                                                     |                               |       85 | 446008.jpg |             4.6 | f       | Mbeumo                                       |                33.7 | f       |              | a      |   14 |         1 |           64 |      4590817 |              47800 |       2137257 |              305577 |        0.3 |          7.5 | Mbeumo           |     38 | 2025-07-21     | 1999-08-07 | f                  | p446008   |    1225 |            5 |       1 |            2 |             20 |         0 |               0 |                0 |            2 |         0 |     0 |     8 | 250 |       295 |      399.9 |    431 |     112.6 |                               5 |         46 |       8 |                     59 |     14 |           3.77 |             2.85 |                       6.62 |                    18.8 |             44 |                  12 |               7 |                    7 |           4 |                1 |              3 |                   2 |                                    2 |                                     |                      2 |                       |                 |                |                  0.28 |            0 |                    0.21 |                              0.49 |                           1.38 |                  1.47 |            10 |                  6 |       149 |             73 |                   42 |                        17 |             6 |                  2 |          1.03 |                0.15 |                          4.33
 431 | t            | t          |                              |                              | 451302 |                 0 |                      0 |                -2 |                      2 |               0 |            1 |       0 |       0 |            0 | Altay               |    0 | f            |                                                                     |                               |       48 | 451302.jpg |             1.8 | f       | Bayındır                                     |                 0.3 | f       |              | a      |   14 |         1 |           11 |        32055 |                432 |         53716 |                 650 |          0 |          2.3 | Bayindir         |    219 | 2023-09-01     | 1998-04-14 | f                  | p451302   |     540 |            0 |       0 |            0 |             11 |         0 |               0 |                0 |            0 |         0 |    13 |     0 |  49 |     118.4 |         10 |      0 |      12.8 |                               7 |         39 |       0 |                      0 |      6 |              0 |             0.05 |                       0.05 |                    9.24 |            223 |                  22 |             369 |                    9 |         680 |               77 |            321 |                  22 |                                      |                                     |                        |                       |                 |                |                     0 |         2.17 |                    0.01 |                              0.01 |                           1.54 |                  1.83 |           359 |                 16 |       657 |             86 |                  303 |                        26 |           293 |                 38 |             1 |                   0 |                             0
 432 | t            | f          |                            0 |                            0 | 202641 |                 0 |                      0 |                -1 |                      1 |               0 |            1 |       0 |       0 |            0 | André               |    0 | f            | has joined Trabzonspor on loan for the rest of the season.          | 2025-09-12 11:53:11.993916-04 |       49 | 202641.jpg |               0 | f       | Onana                                        |                 0.2 | f       |              | u      |   14 |         1 |            0 |         5156 |                  0 |         25584 |                 105 |          0 |            0 | Onana            |     38 | 2023-07-20     | 1996-04-02 | f                  | p202641   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            702 |                  87 |             698 |                   84 |         690 |               79 |            702 |                  87 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           300 |                 12 |       671 |             87 |                  701 |                        87 |           401 |                 61 |             0 |                   0 |                             0
 433 | t            | f          |                            0 |                            0 | 588555 |                 0 |                      0 |                 0 |                      0 |               0 |            1 |       0 |       0 |            0 | Elyh                |    0 | f            | On loan to Shrewsbury Town                                          | 2025-07-23 14:48:43.383466-04 |       40 | 588555.jpg |               0 | f       | Harrison                                     |                   0 | f       |              | u      |   14 |         1 |            0 |            0 |                  0 |           225 |                   1 |          0 |            0 | Harrison         |        |                |            | f                  | p588555   |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            553 |                  77 |             540 |                   65 |         510 |               51 |            553 |                  77 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           680 |                 66 |       486 |             72 |                  558 |                        77 |           746 |                 87 |             0 |                   0 |                             0
 434 | t            | t          |                              |                              |  21205 |                 0 |                      0 |                -1 |                      1 |               0 |            1 |       0 |       0 |            0 | Tom                 |    0 | f            |                                                                     |                               |       39 | 21205.jpg  |               0 | f       | Heaton                                       |                 0.3 | f       |              | a      |   14 |         1 |            0 |        10830 |                416 |         16306 |                 409 |          0 |            0 | Heaton           |    241 | 2021-07-02     | 1986-04-15 | f                  | p21205    |       0 |            0 |       0 |            0 |              0 |         0 |               0 |                0 |            0 |         0 |     0 |     0 |   0 |         0 |          0 |      0 |         0 |                               0 |          0 |       0 |                      0 |      0 |              0 |                0 |                          0 |                       0 |            461 |                  30 |             444 |                   16 |         411 |                2 |            460 |                  30 |                                      |                                     |                        |                       |                 |                |                     0 |            0 |                       0 |                                 0 |                              0 |                     0 |           689 |                 67 |       386 |             24 |                  466 |                        30 |           322 |                 44 |             0 |                   0 |                             0
